"cntry","w4q47","w4q50","w4q52","gndr","agea","eduyrs","eisced","hinctnta","region"
"PT",1,3,2,1,58,9,2,2,"PT11"
"PT",1,4,4,2,65,4,1,5,"PT11"
"PT",1,3,3,2,40,19,7,NA,"PT17"
"PT",1,3,3,2,68,6,1,6,"PT11"
"PT",1,4,4,1,28,23,7,NA,"PT16"
"PT",2,3,2,2,46,9,2,2,"PT16"
"PT",2,3,3,1,30,12,4,NA,"PT15"
"PT",2,2,3,1,40,16,6,NA,"PT16"
"PT",2,3,3,2,63,9,2,5,"PT16"
"PT",1,3,2,2,59,12,4,6,"PT18"
"PT",2,4,2,2,61,9,2,NA,"PT11"
"PT",3,2,2,1,77,6,1,5,"PT11"
"PT",2,2,2,2,41,12,4,6,"PT11"
"PT",1,3,3,2,40,16,6,NA,"PT11"
"PT",1,3,3,1,39,8,1,2,"PT18"
"PT",2,4,3,1,67,9,2,4,"PT11"
"PT",2,3,3,2,44,16,6,10,"PT16"
"PT",1,4,4,2,31,9,2,5,"PT11"
"PT",1,4,4,1,66,14,5,7,"PT17"
"PT",1,3,3,2,50,12,4,7,"PT16"
"PT",1,2,2,1,38,17,7,NA,"PT11"
"PT",2,3,3,1,76,4,1,3,"PT16"
"PT",2,2,2,2,36,12,4,6,"PT18"
"PT",3,4,4,2,35,15,6,NA,"PT11"
"PT",1,3,3,1,53,12,4,7,"PT18"
"PT",3,2,1,2,39,17,7,8,"PT17"
"PT",1,4,4,1,53,12,4,NA,"PT17"
"PT",2,2,2,1,54,6,1,5,"PT11"
"PT",NA,NA,NA,1,30,9,2,3,"PT17"
"PT",1,2,2,2,50,13,4,9,"PT17"
"PT",2,2,2,2,28,15,5,6,"PT17"
"PT",1,4,4,2,53,17,7,6,"PT11"
"PT",1,3,3,1,76,18,7,10,"PT11"
"PT",2,1,1,2,40,17,7,NA,"PT11"
"PT",1,3,3,1,34,13,5,6,"PT16"
"PT",2,NA,2,2,51,6,1,4,"PT11"
"PT",2,2,2,2,19,12,4,4,"PT16"
"PT",1,4,3,1,70,9,2,NA,"PT15"
"PT",1,2,2,2,44,12,4,6,"PT16"
"PT",2,2,2,2,36,12,4,8,"PT16"
"PT",1,2,2,2,47,12,4,NA,"PT17"
"PT",1,3,3,1,38,16,6,9,"PT17"
"PT",2,2,2,2,30,18,7,6,"PT11"
"PT",2,2,1,2,27,12,4,3,"PT16"
"PT",2,3,4,2,70,9,2,8,"PT11"
"PT",1,2,2,1,46,15,5,4,"PT17"
"PT",1,3,3,1,64,NA,7,10,"PT11"
"PT",3,2,2,2,45,16,6,8,"PT17"
"PT",1,2,3,1,44,20,7,10,"PT17"
"PT",2,2,3,1,70,6,1,5,"PT17"
"PT",NA,NA,NA,2,55,6,1,5,"PT16"
"PT",2,3,2,2,30,15,6,5,"PT17"
"PT",1,1,2,2,57,9,2,6,"PT11"
"PT",2,1,2,2,43,12,4,7,"PT16"
"PT",NA,NA,NA,2,87,9,2,3,"PT17"
"PT",2,2,2,2,29,6,1,NA,"PT11"
"PT",1,4,4,2,34,12,4,NA,"PT16"
"PT",2,2,1,1,21,12,4,3,"PT16"
"PT",2,2,2,1,32,15,6,8,"PT16"
"PT",2,2,2,1,45,14,4,3,"PT17"
"PT",1,3,4,1,45,9,2,NA,"PT18"
"PT",1,3,3,1,23,16,6,NA,"PT17"
"PT",2,2,2,2,56,13,4,7,"PT18"
"PT",2,2,2,2,59,16,6,7,"PT16"
"PT",1,3,3,1,59,12,4,NA,"PT11"
"PT",1,3,3,2,35,12,4,2,"PT11"
"PT",2,2,2,2,48,17,7,NA,"PT16"
"PT",4,1,2,2,37,16,6,10,"PT17"
"SE",1,3,2,2,69,NA,NA,2,"SE21"
"SE",1,3,4,1,83,11,1,5,"SE31"
"SE",1,4,4,1,72,13,5,1,"SE11"
"SE",1,3,2,1,62,13,6,8,"SE22"
"SE",2,4,3,1,59,14,5,9,"SE32"
"SE",1,4,4,2,38,16,5,9,"SE23"
"SE",2,1,2,2,58,10,3,7,"SE12"
"SE",1,3,2,1,82,9,1,2,"SE12"
"SE",1,2,2,2,51,13,4,10,"SE12"
"SE",2,2,3,1,35,6,6,4,"SE11"
"SE",2,2,1,2,41,4,5,4,"SE23"
"SE",2,2,2,2,49,23,7,10,"SE11"
"SE",1,3,3,2,28,16,6,5,"SE11"
"SE",2,1,1,1,75,21,7,8,"SE11"
"SE",1,3,3,1,69,15,6,8,"SE31"
"SE",2,1,1,1,72,18,5,6,"SE31"
"SE",2,2,2,1,24,14,4,7,"SE11"
"SE",2,2,2,1,45,14,3,6,"SE11"
"SE",2,2,2,2,61,14,5,7,"SE31"
"SE",2,3,3,2,33,16,6,10,"SE11"
"SE",3,2,2,2,29,5,6,3,"SE22"
"SE",3,2,2,2,47,13,5,10,"SE32"
"SE",1,3,3,1,48,15,6,8,"SE11"
"SE",2,2,2,1,48,18,5,9,"SE11"
"SE",1,3,3,1,75,12,4,4,"SE12"
"SE",1,4,4,1,41,15,5,7,"SE12"
"SE",2,2,2,1,46,13,5,9,"SE21"
"SE",1,2,1,2,37,18,7,9,"SE23"
"SE",1,3,3,1,65,13,5,6,"SE23"
"SE",2,2,3,1,43,12,4,8,"SE32"
"SE",1,3,3,1,39,17,5,7,"SE11"
"SE",2,3,2,2,52,12,4,6,"SE11"
"SE",1,3,3,1,37,15,6,10,"SE11"
"SE",2,3,2,1,57,7,6,8,"SE21"
"SE",2,2,3,1,60,11,3,7,"SE32"
"SE",1,4,4,2,45,16,6,7,"SE11"
"SE",1,3,3,2,40,10,2,1,"SE33"
"SE",2,1,2,2,76,21,6,6,"SE11"
"SE",2,2,2,2,46,21,55,10,"SE11"
"SE",1,2,2,2,70,17,6,3,"SE23"
"SE",1,3,3,2,70,11,2,7,"SE21"
"SE",2,3,2,2,42,4,5,7,"SE23"
"SE",1,3,3,1,45,2,2,10,"SE11"
"SE",2,3,3,2,29,17,7,2,"SE12"
"SE",1,3,3,2,84,NA,3,NA,"SE23"
"SE",2,2,3,1,50,4,6,10,"SE11"
"SE",2,3,3,2,43,4,7,10,"SE22"
"SE",1,2,2,1,78,18,7,10,"SE12"
"SE",1,3,3,1,61,14,3,5,"SE12"
"SE",2,2,2,1,50,11,3,8,"SE21"
"SE",1,4,4,2,42,12,4,9,"SE21"
"SE",3,1,2,2,45,18,7,4,"SE21"
"SE",1,4,4,2,52,16,6,10,"SE12"
"SE",2,2,3,2,53,17,6,9,"SE23"
"SE",1,3,3,1,72,16,6,9,"SE33"
"SE",1,2,3,1,66,13,5,9,"SE11"
"SE",1,3,3,2,63,13,5,8,"SE11"
"SE",4,1,1,1,19,13,4,6,"SE11"
"SE",2,3,3,2,39,16,5,7,"SE11"
"SE",1,2,2,1,50,15,6,9,"SE31"
"SE",1,3,3,2,21,13,4,9,"SE23"
"SE",2,2,3,1,73,12,5,6,"SE12"
"SE",1,2,2,1,55,0,3,6,"SE23"
"SE",1,3,3,1,68,13,5,10,"SE11"
"SE",3,2,2,1,47,12,4,10,"SE33"
"SE",3,1,1,2,21,14,4,1,"SE12"
"SE",1,4,2,2,51,5,6,8,"SE11"
"SE",2,2,2,2,64,14,5,2,"SE12"
"SE",2,3,3,1,53,13,4,8,"SE12"
"SE",2,3,2,2,64,12,5,6,"SE12"
"SE",3,2,2,2,29,13,2,7,"SE11"
"SE",1,2,2,1,45,18,6,9,"SE11"
"SE",2,2,2,2,64,12,1,2,"SE11"
"SE",2,3,3,1,38,0,2,6,"SE12"
"SE",3,3,4,2,52,6,7,7,"SE11"
"SE",2,3,3,2,28,12,4,4,"SE11"
"SE",1,3,3,1,65,9,2,3,"SE23"
"SE",1,4,3,2,55,14,3,8,"SE32"
"SE",1,3,3,2,36,6,7,9,"SE23"
"SE",2,2,2,1,51,16,5,9,"SE23"
"SE",1,4,3,2,28,16,6,10,"SE11"
"SE",1,3,2,2,38,18,6,6,"SE11"
"SE",1,3,3,2,57,2,5,7,"SE21"
"SE",1,3,4,2,24,15,4,2,"SE12"
"SE",2,1,1,2,50,18,7,6,"SE12"
"SE",NA,NA,NA,2,78,12,NA,3,"SE12"
"SE",1,4,4,1,47,15,6,10,"SE22"
"SE",1,2,2,1,73,12,1,3,"SE22"
"SE",2,2,1,1,60,18,7,8,"SE31"
"SE",2,2,2,1,61,12,4,5,"SE12"
"SE",1,2,2,2,77,20,7,4,"SE33"
"SE",1,4,4,1,53,13,5,6,"SE22"
"SE",2,2,2,2,71,14,5,6,"SE22"
"SE",2,2,3,2,33,16,6,4,"SE32"
"SE",1,4,4,1,75,15,5,7,"SE23"
"SE",1,4,4,1,65,9,2,5,"SE21"
"SE",4,2,1,2,21,13,4,6,"SE12"
"SE",2,2,2,2,48,11,5,6,"SE22"
"SE",1,2,2,1,69,20,6,6,"SE32"
"SE",1,3,3,1,66,16,6,6,"SE22"
"SE",1,2,3,2,51,13,5,6,"SE23"
"SE",2,3,2,2,54,13,5,7,"SE12"
"SE",1,4,3,1,63,13,5,7,"SE12"
"SE",1,3,3,1,38,4,3,5,"SE31"
"SE",3,2,2,1,34,16,7,6,"SE22"
"SE",1,2,2,1,63,13,5,10,"SE31"
"SE",1,3,3,2,30,16,6,7,"SE12"
"SE",1,4,4,2,72,16,7,5,"SE12"
"SE",1,2,1,1,62,NA,2,7,"SE31"
"SE",1,4,4,1,71,4,2,7,"SE32"
"SE",1,2,2,1,33,16,6,8,"SE22"
"SE",1,2,2,1,75,17,5,6,"SE23"
"SE",1,3,3,1,49,0,3,9,"SE12"
"SE",1,2,3,1,46,16,6,8,"SE12"
"SE",2,2,2,2,30,19,6,2,"SE22"
"SE",4,1,1,2,38,15,6,10,"SE11"
"SE",3,2,2,1,52,11,3,5,"SE23"
"SE",1,3,4,2,62,12,4,8,"SE11"
"SE",1,4,2,2,29,19,7,9,"SE12"
"SE",1,4,4,2,59,20,7,10,"SE11"
"SE",4,3,2,2,29,15,6,6,"SE31"
"SE",1,4,3,2,28,16,6,5,"SE22"
"SE",2,2,2,1,63,2,2,2,"SE23"
"SE",1,2,2,2,78,NA,2,4,"SE21"
"SE",2,2,1,1,41,16,5,7,"SE22"
"SE",1,2,2,2,71,15,7,5,"SE12"
"SE",1,2,3,2,56,12,4,10,"SE23"
"SE",1,3,3,2,73,13,5,5,"SE23"
"SE",1,2,2,2,61,17,7,5,"SE11"
"SE",2,2,4,1,41,15,5,6,"SE11"
"SE",2,4,3,2,68,11,3,3,"SE11"
"SE",1,3,3,1,39,12,4,6,"SE11"
"SE",1,2,2,1,73,11,6,5,"SE12"
"SE",2,2,3,2,70,15,6,3,"SE12"
"SE",2,1,1,2,19,13,4,10,"SE33"
"SE",1,2,2,2,54,13,4,10,"SE11"
"SE",2,3,2,2,63,11,3,4,"SE22"
"SE",1,4,1,1,81,7,1,8,"SE23"
"SE",3,1,1,2,56,4,5,5,"SE23"
"SE",1,3,3,1,68,17,7,9,"SE22"
"SE",3,2,2,1,54,11,3,7,"SE33"
"SE",1,3,4,1,75,NA,1,6,"SE21"
"SE",1,3,3,1,31,19,7,9,"SE11"
"SE",3,2,2,2,32,15,5,8,"SE22"
"SE",1,3,4,1,70,18,6,3,"SE23"
"SE",1,3,2,1,41,18,7,10,"SE22"
"SE",2,2,3,2,61,0,3,8,"SE12"
"SE",2,2,2,2,68,18,6,9,"SE21"
"SE",1,3,2,2,72,11,2,1,"SE11"
"SE",1,1,2,1,30,14,5,5,"SE12"
"SE",4,1,1,1,59,15,6,6,"SE11"
"SE",1,2,3,2,68,9,2,3,"SE11"
"SE",1,3,4,1,32,17,7,9,"SE12"
"SE",2,2,2,2,19,13,4,6,"SE23"
"SE",1,2,2,1,70,NA,7,6,"SE22"
"SE",1,2,3,1,69,17,5,8,"SE12"
"SE",1,3,3,2,38,16,6,7,"SE32"
"SE",1,3,2,1,52,13,5,7,"SE12"
"SE",1,4,4,2,64,9,2,9,"SE12"
"SE",1,4,4,2,65,NA,2,2,"SE32"
"SE",1,3,2,1,51,13,4,5,"SE22"
"SE",1,4,4,1,73,4,6,7,"SE23"
"SE",1,4,4,2,53,12,5,9,"SE22"
"SE",1,2,2,2,49,15,6,8,"SE22"
"SE",2,3,3,1,27,15,7,8,"SE11"
"SE",3,2,2,1,41,13,5,8,"SE23"
"SE",1,3,3,1,60,16,5,10,"SE11"
"SE",1,3,2,1,63,12,3,8,"SE23"
"SE",1,3,3,2,27,15,6,7,"SE21"
"SE",1,4,4,2,75,17,5,3,"SE23"
"SE",4,4,4,1,30,8,1,2,"SE22"
"SE",1,3,4,2,66,6,7,6,"SE22"
"SE",4,2,2,1,22,13,5,7,"SE31"
"SE",3,1,1,1,64,12,3,10,"SE23"
"SE",3,2,2,1,33,15,6,4,"SE31"
"SE",1,3,3,1,74,5,6,8,"SE22"
"SE",1,3,4,2,50,11,3,9,"SE12"
"SE",3,3,3,1,27,19,7,6,"SE12"
"SE",1,4,3,1,24,15,6,5,"SE31"
"SE",2,2,1,1,47,4,6,8,"SE11"
"SE",1,4,3,1,36,14,5,5,"SE32"
"SE",3,1,1,1,32,16,7,5,"SE11"
"SE",1,2,2,2,43,16,7,6,"SE11"
"SE",1,3,3,1,75,14,3,5,"SE12"
"SE",1,3,3,2,70,12,2,1,"SE12"
"SE",1,3,2,2,70,11,3,4,"SE23"
"SE",2,1,2,2,79,16,5,8,"SE22"
"SE",1,3,2,1,59,21,7,10,"SE22"
"SE",2,2,4,2,52,13,3,6,"SE33"
"SE",2,2,2,1,30,4,6,6,"SE31"
"SE",1,3,3,1,80,7,55,5,"SE33"
"SE",1,2,2,2,66,15,6,4,"SE11"
"SE",2,3,3,2,67,16,5,2,"SE32"
"SE",1,4,3,1,36,18,7,10,"SE23"
"SE",1,3,2,1,72,16,7,4,"SE12"
"SE",2,3,3,1,45,13,4,6,"SE23"
"SE",1,2,2,2,66,13,5,4,"SE22"
"SE",1,3,3,1,73,12,5,6,"SE21"
"SE",1,2,2,2,71,4,3,NA,"SE11"
"SE",2,3,2,1,81,11,3,8,"SE23"
"SE",2,3,2,2,67,13,4,2,"SE21"
"SE",2,2,2,1,57,11,3,7,"SE11"
"SE",1,3,2,2,47,NA,4,7,"SE21"
"SE",1,3,4,2,47,17,7,9,"SE22"
"SE",1,1,3,2,68,12,4,1,"SE22"
"SE",1,2,2,2,57,13,3,4,"SE23"
"SE",2,2,2,2,86,12,6,5,"SE23"
"SE",2,3,3,1,74,18,7,6,"SE12"
"SE",1,4,4,2,19,12,4,10,"SE33"
"SE",1,3,2,2,21,13,4,4,"SE12"
"SE",4,2,2,1,20,13,4,7,"SE11"
"SE",1,4,3,1,34,12,4,4,"SE33"
"SE",1,3,3,1,52,18,7,10,"SE23"
"SE",1,4,3,2,82,14,3,6,"SE12"
"SE",1,2,3,1,83,16,5,4,"SE23"
"SE",2,2,2,1,50,19,6,9,"SE12"
"SE",2,3,2,2,50,NA,4,6,"SE21"
"SE",4,1,1,1,50,14,5,2,"SE23"
"SE",1,2,2,1,60,14,5,9,"SE22"
"SE",1,4,4,1,64,13,3,7,"SE12"
"SE",1,3,2,2,36,17,7,6,"SE23"
"SE",1,2,3,1,63,9,2,8,"SE22"
"SE",1,2,2,1,74,13,5,7,"SE11"
"SE",2,2,2,2,51,18,5,3,"SE22"
"SE",1,4,4,2,68,15,6,7,"SE23"
"SE",1,3,3,1,67,12,4,6,"SE11"
"SE",1,2,2,2,47,12,5,6,"SE21"
"SE",1,4,2,1,30,18,6,10,"SE11"
"SE",2,2,2,1,44,13,2,6,"SE23"
"SE",2,2,2,2,84,3,6,6,"SE22"
"SE",2,2,2,2,20,12,4,10,"SE23"
"SE",1,4,3,2,56,17,7,10,"SE12"
"SE",1,4,4,1,57,12,4,7,"SE22"
"SE",1,2,2,2,25,13,4,5,"SE21"
"SE",1,2,1,1,22,17,4,7,"SE12"
"SE",2,1,1,2,58,12,3,3,"SE11"
"SE",1,NA,2,1,66,12,2,8,"SE22"
"SE",1,3,3,1,31,17,7,7,"SE11"
"SE",1,3,4,1,40,5,7,10,"SE22"
"SE",1,NA,4,1,65,15,7,9,"SE23"
"SE",1,3,3,1,26,NA,4,6,"SE21"
"SE",1,3,2,2,72,19,7,5,"SE21"
"SE",1,4,3,1,35,18,7,9,"SE11"
"SE",1,3,3,2,63,17,5,4,"SE22"
"SE",2,3,3,2,42,20,7,8,"SE32"
"SE",1,4,3,1,72,16,6,5,"SE12"
"SE",1,4,4,2,53,19,7,8,"SE22"
"SE",1,2,2,1,52,13,5,10,"SE11"
"SE",1,2,3,2,75,18,6,7,"SE12"
"SE",1,3,3,1,65,17,7,7,"SE22"
"SE",2,1,2,1,48,16,6,10,"SE23"
"SE",2,3,2,2,42,4,7,8,"SE33"
"SE",2,2,3,2,82,9,1,2,"SE11"
"SE",1,4,3,1,76,17,7,6,"SE11"
"SE",2,1,1,2,68,14,5,3,"SE21"
"SE",2,3,3,2,71,17,5,4,"SE21"
"SE",1,2,4,1,54,14,5,7,"SE22"
"SE",1,2,2,1,66,11,3,7,"SE11"
"SE",2,1,1,2,57,11,3,5,"SE12"
"SE",1,4,4,2,37,19,6,8,"SE11"
"SE",2,3,4,2,29,16,6,4,"SE12"
"SE",2,1,2,2,50,13,5,6,"SE11"
"SE",2,2,2,1,77,23,7,7,"SE11"
"SE",1,3,3,1,44,17,7,7,"SE11"
"SE",1,4,4,1,75,12,4,5,"SE23"
"SE",3,1,1,2,46,21,7,9,"SE23"
"SE",3,2,2,1,37,22,7,5,"SE31"
"SE",2,1,2,1,55,16,6,9,"SE11"
"SE",1,3,3,1,61,10,2,10,"SE11"
"SE",1,3,4,2,50,18,7,7,"SE33"
"SE",1,2,2,2,43,16,6,4,"SE31"
"SE",1,4,3,1,27,20,4,1,"SE12"
"SE",NA,NA,NA,1,43,14,5,9,"SE22"
"SE",2,3,2,2,67,13,3,9,"SE11"
"SE",1,4,4,2,66,11,3,4,"SE21"
"SE",2,2,2,2,19,13,4,5,"SE11"
"SE",1,2,2,1,72,13,2,8,"SE21"
"SE",1,4,3,2,19,15,4,9,"SE21"
"SE",1,2,2,1,64,18,7,7,"SE22"
"SE",1,3,3,2,60,NA,2,6,"SE23"
"SE",1,2,2,1,59,13,5,10,"SE23"
"SE",1,3,3,1,77,7,1,6,"SE23"
"SE",1,NA,3,2,76,9,2,5,"SE31"
"SE",2,2,2,1,64,11,3,8,"SE12"
"SE",1,2,4,1,68,13,5,8,"SE33"
"SE",1,4,4,1,56,13,5,10,"SE23"
"SE",1,2,2,1,32,12,4,4,"SE22"
"SE",2,2,2,1,89,14,5,3,"SE11"
"SE",1,3,3,1,41,12,4,7,"SE11"
"SE",1,4,3,1,29,15,5,7,"SE12"
"SE",1,3,4,2,72,16,5,2,"SE11"
"SE",1,4,4,2,64,18,6,3,"SE23"
"SE",1,4,4,2,67,10,2,3,"SE21"
"SE",2,2,1,2,33,17,7,7,"SE22"
"SE",2,3,3,1,22,13,4,3,"SE11"
"SE",2,3,2,1,32,16,5,7,"SE23"
"SE",NA,NA,NA,2,43,18,7,10,"SE22"
"SE",3,2,2,2,45,17,7,10,"SE11"
"SE",1,2,3,2,43,18,7,10,"SE11"
"SE",4,1,2,2,46,10,7,6,"SE22"
"SE",1,4,4,1,69,10,3,5,"SE23"
"SE",1,3,3,1,73,13,3,3,"SE11"
"SE",1,3,1,2,35,NA,6,NA,"SE11"
"SE",1,4,4,2,57,14,5,9,"SE12"
"SE",1,1,1,1,51,15,5,8,"SE11"
"SE",1,4,3,2,72,15,7,6,"SE31"
"SE",1,3,2,1,66,4,6,10,"SE23"
"SE",1,4,4,1,55,11,3,9,"SE23"
"SE",1,3,3,1,65,14,5,4,"SE11"
"SE",1,1,4,1,75,12,3,7,"SE23"
"SE",1,4,3,2,78,NA,2,2,"SE11"
"SE",1,3,2,1,78,28,7,6,"SE21"
"SE",2,3,2,2,42,18,7,6,"SE23"
"SE",2,3,4,1,35,14,7,6,"SE12"
"SE",1,3,2,1,41,13,4,8,"SE12"
"SE",1,3,4,2,49,13,5,1,"SE11"
"SE",2,1,2,2,79,11,2,2,"SE22"
"SE",1,4,3,2,74,9,2,4,"SE32"
"SE",4,1,1,2,31,15,6,9,"SE23"
"SE",2,3,3,2,60,13,5,9,"SE32"
"SE",2,2,2,1,69,15,6,9,"SE11"
"SE",3,1,2,2,67,17,5,5,"SE21"
"SE",1,2,2,1,47,15,NA,6,"SE23"
"SE",1,2,2,2,71,15,5,5,"SE31"
"SE",1,3,3,2,22,13,4,2,"SE21"
"SE",2,3,1,1,46,17,7,5,"SE22"
"SE",1,3,3,2,64,NA,2,5,"SE12"
"SE",1,4,4,1,68,13,5,8,"SE23"
"SE",2,2,2,2,44,21,7,9,"SE11"
"SE",1,3,3,2,27,16,6,7,"SE31"
"SE",1,2,2,2,72,16,6,9,"SE23"
"SE",2,2,2,2,69,2,3,7,"SE31"
"SE",1,1,2,2,64,NA,2,6,"SE21"
"SE",2,3,4,2,31,17,6,6,"SE11"
"SE",1,2,2,2,19,13,4,7,"SE11"
"SE",2,3,2,2,47,16,6,8,"SE31"
"SE",2,2,2,1,64,19,7,8,"SE23"
"SE",2,3,2,1,68,4,5,10,"SE32"
"SE",1,2,2,1,53,3,6,10,"SE32"
"SE",1,4,4,2,74,14,3,5,"SE23"
"SE",1,3,3,1,65,16,7,NA,"SE22"
"SE",1,2,2,1,27,16,6,4,"SE11"
"SE",1,4,4,1,35,19,6,5,"SE12"
"SE",2,2,2,1,50,12,4,5,"SE12"
"SE",1,3,2,2,55,15,2,9,"SE11"
"SE",3,3,3,1,73,9,1,8,"SE23"
"SE",3,2,3,2,43,16,7,10,"SE22"
"SE",1,NA,4,2,77,11,3,5,"SE11"
"SE",2,2,2,2,47,20,5,1,"SE23"
"SE",1,3,4,2,55,22,7,6,"SE11"
"SE",NA,NA,NA,2,31,15,4,8,"SE11"
"SE",2,3,2,2,25,18,7,1,"SE21"
"SE",1,2,3,2,65,15,5,4,"SE12"
"SE",1,3,2,2,75,13,6,7,"SE11"
"SE",1,4,4,2,39,15,5,10,"SE11"
"SE",2,4,4,2,20,12,4,7,"SE12"
"SE",2,3,2,1,20,12,4,8,"SE33"
"SE",2,3,3,1,70,12,2,6,"SE11"
"SE",1,4,4,2,70,10,2,6,"SE31"
"SE",3,1,2,1,71,16,6,4,"SE23"
"SE",2,2,2,1,50,16,7,6,"SE23"
"SE",2,1,1,2,53,11,5,5,"SE12"
"SE",1,2,2,1,38,19,7,10,"SE11"
"SE",1,3,3,2,39,18,7,6,"SE11"
"SE",3,2,2,1,75,10,1,6,"SE23"
"SE",1,2,2,1,27,15,4,6,"SE11"
"SE",1,2,1,1,72,17,6,9,"SE11"
"SE",3,3,2,2,64,13,4,5,"SE12"
"SE",1,3,4,2,51,17,7,10,"SE21"
"SE",1,4,4,1,71,15,6,4,"SE12"
"SE",1,4,4,2,71,18,5,4,"SE33"
"SE",2,2,1,1,45,16,7,10,"SE11"
"SE",1,3,3,1,76,NA,1,3,"SE12"
"SE",2,3,2,1,86,20,7,8,"SE11"
"SE",1,3,4,2,56,14,4,9,"SE11"
"SE",1,3,3,2,69,13,2,2,"SE12"
"SE",1,4,4,2,52,11,3,8,"SE12"
"SE",1,2,2,1,47,12,3,1,"SE11"
"SE",1,4,3,1,74,20,7,7,"SE33"
"SE",2,3,3,1,88,13,3,7,"SE23"
"SE",1,3,4,2,36,15,5,8,"SE22"
"SE",1,4,2,1,76,12,3,7,"SE23"
"SE",2,2,2,1,41,13,4,4,"SE11"
"SE",1,4,3,2,19,14,4,8,"SE11"
"SE",1,4,4,2,61,17,5,5,"SE23"
"SE",1,2,2,2,56,18,7,10,"SE12"
"SE",1,4,4,2,65,12,4,2,"SE11"
"SE",1,4,4,2,65,12,2,7,"SE33"
"SE",3,1,1,2,58,16,7,8,"SE11"
"SE",1,3,3,2,50,21,7,6,"SE12"
"SE",1,4,4,2,49,5,7,10,"SE11"
"SE",1,2,2,1,41,20,7,7,"SE11"
"SE",2,2,2,2,39,21,7,7,"SE12"
"SE",3,2,1,1,40,12,4,2,"SE23"
"SE",1,4,4,2,20,12,4,NA,"SE32"
"SE",1,3,3,2,54,14,5,8,"SE12"
"SE",1,2,2,1,42,13,4,8,"SE22"
"SE",1,3,NA,1,54,15,5,7,"SE23"
"SE",1,3,2,1,57,17,7,9,"SE23"
"SE",1,2,1,1,61,11,3,5,"SE23"
"SE",1,2,3,2,71,16,6,8,"SE21"
"SE",1,3,3,1,22,12,4,4,"SE32"
"SE",2,3,3,2,53,19,7,3,"SE31"
"SE",1,2,2,1,78,NA,1,7,"SE21"
"SE",1,2,4,1,55,16,5,10,"SE22"
"SE",1,4,4,1,39,12,4,5,"SE22"
"SE",1,2,2,1,54,19,7,6,"SE12"
"SE",2,2,2,2,51,14,6,4,"SE11"
"SE",1,2,2,2,60,17,6,4,"SE32"
"SE",1,2,3,1,73,17,6,8,"SE11"
"SE",1,4,4,1,80,13,5,4,"SE11"
"SE",2,3,3,2,63,16,NA,6,"SE11"
"SE",NA,NA,NA,2,72,16,7,6,"SE11"
"SE",1,3,4,1,83,13,2,5,"SE23"
"SE",1,2,2,2,28,15,5,2,"SE11"
"SE",1,3,3,2,58,12,4,2,"SE11"
"SE",2,2,2,1,55,17,7,10,"SE22"
"SE",2,1,2,2,80,7,1,2,"SE31"
"SE",2,2,1,2,61,13,5,1,"SE31"
"SE",2,1,2,1,38,19,6,3,"SE11"
"SE",1,4,4,2,74,20,55,2,"SE21"
"SE",1,3,3,1,57,15,5,8,"SE12"
"SE",1,2,2,1,35,17,7,10,"SE23"
"SE",2,2,2,1,63,12,4,4,"SE22"
"SE",1,4,4,2,73,15,5,7,"SE11"
"SE",1,4,4,1,66,4,5,6,"SE33"
"SE",3,2,2,2,26,4,6,3,"SE12"
"SE",1,4,3,2,58,14,6,9,"SE11"
"SE",1,4,3,2,76,14,6,7,"SE11"
"SE",1,4,3,1,60,13,5,8,"SE33"
"SE",1,3,2,2,44,16,5,9,"SE11"
"SE",1,3,3,1,37,17,7,7,"SE11"
"SE",1,3,3,2,48,19,7,7,"SE11"
"SE",2,3,3,2,70,10,2,4,"SE33"
"SE",1,4,4,1,74,18,5,6,"SE23"
"SE",2,2,1,2,69,12,2,2,"SE22"
"SE",1,4,4,1,30,17,6,7,"SE21"
"SE",2,2,2,2,52,13,3,3,"SE12"
"SE",1,3,3,2,68,12,4,5,"SE22"
"SE",1,3,3,1,53,16,6,9,"SE32"
"SE",2,3,3,2,71,21,5,4,"SE21"
"SE",1,3,4,2,53,14,NA,9,"SE11"
"SE",1,2,4,1,52,16,6,7,"SE22"
"SE",2,3,3,2,34,NA,5,7,"SE11"
"SE",4,2,2,NA,25,16,5,4,"SE31"
"SE",NA,NA,NA,2,41,15,6,10,"SE21"
"SE",3,2,1,2,43,15,6,9,"SE31"
"SE",1,3,3,2,67,10,2,5,"SE12"
"SE",2,3,3,2,69,16,5,7,"SE32"
"SE",2,3,3,2,57,12,5,8,"SE22"
"SE",1,3,3,2,67,14,5,8,"SE22"
"SE",2,3,2,2,50,17,5,10,"SE32"
"SE",1,3,4,1,50,17,7,9,"SE23"
"SE",1,3,2,1,52,3,3,8,"SE12"
"SE",4,2,1,2,30,18,6,5,"SE11"
"SE",2,3,3,2,54,17,7,5,"SE22"
"SE",1,4,4,1,60,13,5,7,"SE12"
"SE",1,3,3,1,73,16,6,5,"SE23"
"SE",1,2,2,2,65,3,5,7,"SE12"
"SE",2,2,2,1,58,1,3,1,"SE33"
"SE",1,3,3,1,57,5,5,7,"SE11"
"SE",2,2,2,1,40,12,4,6,"SE11"
"SE",1,3,3,1,43,16,6,9,"SE23"
"SE",1,4,4,2,53,16,6,7,"SE11"
"SE",2,2,2,1,55,16,6,4,"SE32"
