"cntry","w4q47","w4q50","w4q52","gndr","agea","eduyrs","eisced","hinctnta","region"
"FI",1,3,3,1,46,15,4,5,"FI1B1"
"FI",1,4,4,2,24,16,4,1,"FI196"
"FI",1,3,3,1,73,16,7,9,"FI1B1"
"FI",1,3,3,1,53,17,4,7,"FI193"
"FI",NA,2,NA,2,63,14,5,1,"FI193"
"FI",1,3,3,1,52,16,4,9,"FI1C1"
"FI",1,2,3,2,64,8,1,4,"FI197"
"FI",1,2,2,2,30,19,7,7,"FI1B1"
"FI",1,3,3,2,33,21,6,9,"FI1B1"
"FI",2,3,3,2,52,21,6,7,"FI197"
"FI",1,4,4,1,64,19,7,8,"FI1B1"
"FI",1,2,2,2,56,25,6,2,"FI1B1"
"FI",1,2,2,1,52,18,6,7,"FI1D3"
"FI",2,2,2,2,48,11,2,7,"FI1B1"
"FI",2,1,2,1,36,12,4,6,"FI1D1"
"FI",1,3,3,2,45,20,7,10,"FI1B1"
"FI",1,2,3,1,57,12,4,6,"FI196"
"FI",1,3,3,2,43,19,6,10,"FI196"
"FI",1,3,3,2,58,11,4,7,"FI1C1"
"FI",1,3,2,1,58,18,7,8,"FI193"
"FI",1,3,4,2,62,30,6,9,"FI197"
"FI",1,3,3,1,23,16,6,2,"FI1B1"
"FI",1,4,3,2,72,13,4,6,"FI1D3"
"FI",2,3,3,1,30,16,6,8,"FI1B1"
"FI",1,3,3,1,63,16,6,9,"FI195"
"FI",1,3,3,2,61,12,4,1,"FI1C1"
"FI",1,3,2,2,18,12,2,7,"FI194"
"FI",3,3,2,1,71,14,5,7,"FI1B1"
"FI",2,1,2,1,28,19,7,8,"FI1C1"
"FI",2,2,2,2,28,16,6,9,"FI1D9"
"FI",1,3,3,2,50,17,6,10,"FI1B1"
"FI",1,2,2,2,78,17,5,8,"FI1B1"
"FI",1,3,3,1,56,15,4,7,"FI195"
"FI",1,2,2,1,26,13,4,3,"FI1C1"
"FI",1,4,4,1,52,12,4,10,"FI1D9"
"FI",1,3,2,2,48,14,6,8,"FI1C1"
"FI",1,3,3,2,66,16,5,8,"FI197"
"FI",1,3,3,1,62,13,5,6,"FI1D2"
"FI",2,3,3,2,64,21,6,4,"FI1D9"
"FI",1,3,2,2,69,15,5,5,"FI197"
"FI",3,2,2,2,75,12,4,6,"FI1C1"
"FI",3,1,1,2,24,12,2,NA,"FI1C5"
"FI",1,3,3,2,46,16,6,8,"FI1D7"
"FI",2,1,2,2,71,13,4,3,"FI1D7"
"FI",1,3,3,1,36,13,4,6,"FI1D7"
"FI",1,4,4,2,56,13,5,5,"FI197"
"FI",2,1,1,2,75,8,1,7,"FI197"
"FI",1,3,4,1,75,10,4,7,"FI195"
"FI",2,3,3,2,76,14,6,7,"FI193"
"FI",1,2,2,2,45,20,6,6,"FI195"
"FI",1,3,3,2,41,17,7,10,"FI1B1"
"FI",1,2,3,2,61,16,5,1,"FI1B1"
"FI",1,3,3,1,37,17,7,8,"FI1C2"
"FI",1,3,3,1,46,14,5,9,"FI1C5"
"FI",1,3,3,2,59,18,7,9,"FI193"
"FI",1,3,2,1,72,20,7,9,"FI1C3"
"FI",1,2,3,1,70,18,5,7,"FI1C5"
"FI",3,2,2,1,43,12,5,8,"FI1B1"
"FI",1,2,2,1,42,18,6,9,"FI197"
"FI",1,3,4,2,73,9,1,6,"FI1C1"
"FI",1,1,1,2,59,13,4,5,"FI1C2"
"FI",1,3,4,2,59,16,6,9,"FI1B1"
"FI",1,3,3,1,50,20,7,9,"FI1B1"
"FI",1,4,4,1,55,12,5,10,"FI1B1"
"FI",1,3,3,2,68,15,5,7,"FI197"
"FI",1,3,3,2,36,18,7,6,"FI1C3"
"FI",1,4,4,2,44,17,6,10,"FI1B1"
"FI",1,3,4,2,49,21,7,10,"FI1D2"
"FI",2,2,2,1,47,20,6,8,"FI197"
"FI",1,2,3,2,37,18,6,7,"FI1B1"
"FI",1,2,3,2,66,10,4,9,"FI1B1"
"FI",1,3,3,2,28,15,6,7,"FI1B1"
"FI",2,1,2,1,56,11,4,4,"FI1B1"
"FI",2,2,2,2,71,25,5,NA,"FI1B1"
"FI",1,2,2,1,70,20,7,8,"FI1D9"
"FI",1,2,2,1,65,17,5,9,"FI1B1"
"FI",1,2,2,2,69,15,5,7,"FI1D1"
"FI",1,2,3,1,75,13,55,2,"FI1B1"
"FI",1,3,3,2,66,8,1,6,"FI1C4"
"FI",1,2,2,1,52,23,7,9,"FI1B1"
"FI",1,4,4,2,57,14,5,8,"FI1D8"
"FI",2,2,2,2,58,17,6,10,"FI1B1"
"FI",1,4,4,2,42,20,7,9,"FI194"
"FI",1,3,3,2,30,19,7,5,"FI1D9"
"FI",1,2,2,2,72,15,5,1,"FI1C3"
"FI",1,3,4,2,50,17,7,10,"FI197"
"FI",2,2,3,1,39,12,4,6,"FI1C4"
"FI",1,3,3,2,76,11,5,6,"FI1D9"
"FI",2,2,2,1,36,18,6,8,"FI1B1"
"FI",1,3,3,2,35,16,7,10,"FI1B1"
"FI",1,3,3,1,33,14,4,NA,"FI1C5"
"FI",1,4,3,1,72,14,6,7,"FI197"
"FI",1,2,3,1,67,17,6,6,"FI1C2"
"FI",2,1,1,2,62,20,7,10,"FI195"
"FI",1,2,3,2,76,12,4,NA,"FI1B1"
"FI",1,3,2,2,82,13,7,9,"FI197"
"FI",1,3,4,2,42,15,6,7,"FI1B1"
"FI",1,3,4,1,77,13,6,7,"FI1D9"
"FI",2,2,2,2,23,16,4,1,"FI1D3"
"FI",1,3,4,1,51,16,5,10,"FI194"
"FI",1,4,4,1,49,12,4,7,"FI1C2"
"FI",2,2,2,1,44,18,6,9,"FI197"
"FI",1,3,2,1,60,11,4,4,"FI1C3"
"FI",1,4,4,2,35,18,6,8,"FI1D2"
"FI",2,2,2,1,53,22,6,9,"FI1B1"
"FI",1,3,2,1,33,18,7,9,"FI1B1"
"FI",2,3,3,2,20,13,4,1,"FI1C1"
"FI",1,3,3,1,59,18,6,6,"FI1D1"
"FI",2,3,3,2,81,18,5,2,"FI1C1"
"FI",1,4,4,1,37,20,7,7,"FI197"
"FI",3,2,2,1,69,20,4,8,"FI1B1"
"FI",1,3,3,2,29,18,6,6,"FI1C1"
"FI",1,4,4,1,49,16,4,9,"FI1B1"
"FI",2,1,2,2,32,19,7,7,"FI1B1"
"FI",4,2,1,2,19,12,4,1,"FI196"
"FI",1,3,3,2,30,21,7,9,"FI1C1"
"FI",2,2,2,1,62,13,5,9,"FI1B1"
"FI",2,2,2,2,25,18,7,6,"FI1B1"
"FI",1,2,2,1,51,18,7,10,"FI1B1"
"FI",1,3,3,1,75,17,7,8,"FI1D9"
"FI",1,2,2,2,75,11,4,3,"FI195"
"FI",2,2,3,2,67,14,5,3,"FI1B1"
"FI",1,3,3,2,69,9,1,4,"FI197"
"FI",2,2,2,1,58,16,4,8,"FI1B1"
"FI",1,3,3,2,34,21,7,9,"FI1B1"
"FI",1,2,3,2,62,12,5,7,"FI196"
"FI",1,3,3,1,41,17,7,10,"FI1B1"
"FI",2,3,3,2,37,18,7,9,"FI1B1"
"FI",1,3,2,1,54,18,7,10,"FI1B1"
"FI",2,2,2,1,52,13,4,8,"FI1D9"
"FI",2,3,3,1,21,12,4,NA,"FI1B1"
"FI",2,2,3,2,28,14,4,6,"FI1B1"
"FI",1,2,3,2,66,20,7,5,"FI1B1"
"FI",1,2,3,1,30,17,7,10,"FI1B1"
"FI",2,1,2,1,56,12,4,1,"FI1B1"
"FI",1,3,2,1,69,18,5,7,"FI1C1"
"FI",2,2,1,2,40,19,7,10,"FI195"
"FI",NA,NA,NA,1,31,18,6,9,"FI196"
"FI",1,3,3,1,59,15,5,7,"FI1C1"
"FI",2,2,2,1,69,13,5,4,"FI197"
"FI",1,3,3,1,68,7,1,3,"FI1C1"
"FI",1,3,3,1,48,15,5,5,"FI1B1"
"FI",1,3,4,2,49,17,6,5,"FI1D7"
"FI",1,3,3,2,63,17,5,8,"FI1C3"
"FI",1,2,3,2,54,17,7,10,"FI197"
"FI",2,2,1,2,43,12,4,9,"FI1B1"
"FI",1,3,3,1,78,20,6,9,"FI1B1"
"FI",1,3,2,2,31,21,7,9,"FI1D9"
"FI",1,3,3,2,70,30,7,10,"FI1C3"
"FI",2,2,1,1,43,17,7,10,"FI1D9"
"FI",1,3,3,2,68,14,4,6,"FI1D9"
"FI",1,2,3,2,37,13,6,8,"FI1B1"
"FI",1,3,3,1,53,21,6,9,"FI197"
"FI",2,2,2,2,52,21,7,9,"FI1B1"
"FI",1,2,2,1,49,14,4,8,"FI1B1"
"FI",1,3,3,2,41,24,7,9,"FI1B1"
"FI",1,3,3,1,72,18,5,9,"FI1B1"
"FI",3,3,2,1,70,17,6,1,"FI1D7"
"FI",2,2,3,1,56,23,7,7,"FI197"
"FI",1,4,4,2,45,18,7,8,"FI1D2"
"FI",1,3,3,1,65,13,4,7,"FI1D9"
"FI",1,3,3,1,38,17,7,10,"FI1B1"
"FI",1,2,3,2,65,8,1,5,"FI1D1"
"FI",2,1,2,1,41,12,4,6,"FI193"
"FI",1,4,4,2,59,11,4,6,"FI1B1"
"FI",1,2,2,1,70,13,5,5,"FI1C2"
"FI",2,3,3,2,75,12,6,6,"FI197"
"FI",1,3,3,2,36,23,6,5,"FI1B1"
"FI",1,3,3,1,53,20,6,2,"FI1B1"
"FI",3,2,2,1,35,23,6,1,"FI1D2"
"FI",1,2,2,1,60,9,2,5,"FI1C5"
"FI",2,3,3,1,59,12,4,4,"FI1B1"
"FI",1,3,3,1,30,17,4,7,"FI1C3"
"FI",1,3,3,1,73,21,7,6,"FI1D3"
"FI",1,3,3,2,30,16,4,7,"FI1D9"
"FI",1,3,4,1,37,15,4,9,"FI196"
"FI",1,3,3,2,63,20,6,9,"FI1B1"
"FI",2,2,2,2,47,13,5,9,"FI1C4"
"FI",1,4,4,1,51,20,4,9,"FI197"
"FI",1,3,3,1,80,11,4,6,"FI196"
"FI",1,3,3,1,55,14,4,8,"FI1B1"
"FI",2,1,2,2,42,21,7,7,"FI1D9"
"FI",1,2,2,1,58,11,4,7,"FI1C1"
"FI",1,3,3,1,38,24,6,7,"FI195"
"FI",1,3,3,1,76,18,7,9,"FI1B1"
"FI",1,2,2,2,40,19,7,5,"FI1B1"
"FI",2,2,2,2,60,11,5,6,"FI1B1"
"FI",1,3,2,1,88,19,7,6,"FI1D7"
"FI",1,2,3,1,70,15,6,4,"FI196"
"FI",1,3,3,2,59,12,2,6,"FI1D8"
"FI",1,3,3,1,75,18,7,6,"FI1C1"
"FI",1,2,2,1,71,17,7,9,"FI1B1"
"FI",1,3,3,1,44,18,6,8,"FI1C1"
"FI",2,3,2,1,31,16,6,8,"FI1C1"
"FI",1,3,3,2,18,12,2,7,"FI1B1"
"FI",1,2,2,1,71,16,5,3,"FI1B1"
"FI",2,3,2,1,69,18,7,7,"FI193"
"FI",1,2,3,2,48,18,6,5,"FI1B1"
"FI",1,3,4,2,48,17,6,9,"FI1D1"
"FI",1,3,3,2,52,18,6,9,"FI1C3"
"FI",2,3,3,1,27,20,6,5,"FI1B1"
"FI",2,1,2,1,82,17,7,3,"FI196"
"FI",1,2,2,1,76,10,4,5,"FI193"
"FI",2,2,2,2,37,20,7,9,"FI1B1"
"FI",1,3,3,1,57,14,4,9,"FI1B1"
"FI",2,2,2,2,69,16,5,9,"FI196"
"FI",2,2,2,2,27,18,7,6,"FI1B1"
"FI",2,3,3,1,67,9,2,7,"FI1B1"
"FI",1,3,3,2,57,18,7,10,"FI1D9"
"FI",1,2,3,1,74,20,7,8,"FI1D9"
"FI",2,2,2,1,84,8,4,2,"FI1B1"
"FI",1,4,4,2,62,19,7,8,"FI1B1"
"FI",3,1,1,1,76,12,5,4,"FI195"
"FI",1,4,4,1,71,8,1,7,"FI1D9"
"FI",2,2,2,1,48,20,4,10,"FI1D1"
"FI",1,3,3,2,60,18,5,6,"FI194"
"FI",2,2,2,1,40,20,6,6,"FI1C5"
"FI",1,2,3,2,67,15,5,8,"FI1B1"
"FI",1,3,3,1,23,16,4,1,"FI197"
"FI",1,2,2,2,42,16,6,6,"FI1B1"
"FI",1,4,4,2,58,25,7,9,"FI1D9"
"FI",2,1,1,1,30,11,2,1,"FI1D9"
"FI",2,2,2,2,74,23,6,4,"FI1D5"
"FI",1,3,2,1,64,14,5,6,"FI1C2"
"FI",1,4,4,2,40,16,6,7,"FI197"
"FI",1,3,2,2,55,32,7,9,"FI1D9"
"FI",1,3,4,2,36,17,7,10,"FI1B1"
"FI",1,3,3,2,69,17,7,8,"FI193"
"FI",1,3,3,2,62,15,5,8,"FI1D5"
"FI",2,3,3,1,39,15,4,10,"FI1B1"
"FI",2,2,2,1,42,17,5,9,"FI196"
"FI",2,3,3,2,45,18,7,7,"FI1C1"
"FI",1,2,3,1,26,13,4,6,"FI1D2"
"FI",1,3,3,2,65,15,5,5,"FI1D9"
"FI",2,2,2,1,59,12,4,8,"FI1D7"
"FI",2,2,1,2,40,16,6,8,"FI1C5"
"FI",1,2,3,1,55,22,4,8,"FI197"
"FI",2,3,3,2,50,12,4,9,"FI1D9"
"FI",1,2,3,2,66,14,4,4,"FI1D2"
"FI",1,3,3,1,69,17,7,7,"FI1C3"
"FI",2,1,1,2,33,12,4,9,"FI1D9"
"FI",1,2,2,2,65,20,7,10,"FI1B1"
"FI",1,3,3,2,61,16,7,9,"FI1B1"
"FI",1,2,3,2,41,12,2,4,"FI1D2"
"FI",1,3,3,1,38,18,7,9,"FI1B1"
"FI",1,3,3,2,58,19,7,10,"FI1C3"
"FI",1,3,3,2,63,16,5,9,"FI1B1"
"FI",1,4,4,2,34,16,6,8,"FI1D2"
"FI",4,1,1,2,41,13,4,1,"FI1B1"
"FI",2,2,2,1,66,21,7,7,"FI1B1"
"FI",1,3,3,1,64,15,4,5,"FI1B1"
"FI",2,2,2,1,60,20,5,6,"FI1C1"
"FI",1,4,2,1,70,10,4,4,"FI1D2"
"FI",1,3,3,1,67,15,6,7,"FI1D7"
"FI",2,2,1,2,18,11,2,9,"FI1D9"
"FI",3,1,2,2,57,12,55,2,"FI1B1"
"FI",2,2,2,1,80,11,5,8,"FI197"
"FI",1,3,3,2,85,17,7,4,"FI1C1"
"FI",2,2,2,1,37,14,4,8,"FI1C1"
"FI",1,4,4,1,70,17,6,8,"FI1B1"
"FI",1,3,3,1,67,15,5,7,"FI196"
"FI",1,2,2,1,82,14,4,9,"FI1B1"
"FI",1,3,3,2,66,17,5,3,"FI1D8"
"FI",2,3,2,1,19,13,2,6,"FI1C3"
"FI",1,3,3,2,38,18,7,8,"FI1B1"
"FI",2,2,2,1,57,14,6,8,"FI197"
"FI",2,1,1,2,45,13,4,2,"FI1D3"
"FI",1,2,2,1,46,17,6,9,"FI1D5"
"FI",1,3,3,2,68,13,5,8,"FI196"
"FI",2,2,2,1,33,16,4,4,"FI196"
"FI",2,1,2,2,39,21,6,2,"FI1B1"
"FI",1,2,3,2,61,12,5,4,"FI196"
"FI",1,3,3,2,54,12,4,1,"FI1C1"
"FI",1,2,2,1,34,18,6,7,"FI197"
"FI",1,3,4,2,72,13,5,9,"FI1D3"
"FI",1,3,4,1,45,15,4,5,"FI1C1"
"FI",1,3,3,1,67,9,1,8,"FI1B1"
"FI",1,3,3,2,70,20,6,6,"FI1C2"
"FI",1,3,3,1,67,12,4,9,"FI193"
"FI",1,3,3,2,54,18,7,9,"FI1B1"
"FI",1,3,2,1,53,20,7,9,"FI193"
"FI",1,2,2,1,41,14,4,10,"FI1C5"
"FI",1,4,4,2,45,20,7,10,"FI1C3"
"FI",1,2,3,2,47,18,4,6,"FI197"
"FI",1,3,3,1,64,12,6,6,"FI1B1"
"FI",2,2,3,2,52,15,6,9,"FI1B1"
"FI",1,1,2,2,53,12,4,4,"FI1C1"
"FI",1,3,3,2,70,13,2,8,"FI1D9"
"FI",1,3,3,2,83,12,4,4,"FI1C2"
"FI",1,3,3,2,18,12,2,5,"FI1D9"
"FI",2,2,3,2,53,16,5,3,"FI1C1"
"FI",1,4,4,1,57,12,5,10,"FI1B1"
"FI",1,3,3,1,59,12,5,8,"FI1B1"
"FI",1,2,4,2,58,16,4,NA,"FI1C4"
"FI",1,3,3,1,45,18,6,6,"FI1D9"
"FI",1,3,4,1,70,12,4,6,"FI1D9"
"FI",1,2,2,1,60,14,6,10,"FI1B1"
"FI",2,3,3,2,33,18,6,8,"FI1D3"
"FI",1,3,3,1,53,9,2,NA,"FI1C1"
"FI",2,2,3,2,48,15,4,5,"FI1B1"
"FI",1,3,3,1,58,11,4,7,"FI1C4"
"FI",1,2,2,2,41,20,6,4,"FI196"
"FI",1,3,2,2,39,12,2,6,"FI1D2"
"FI",1,3,2,2,59,20,7,6,"FI1D2"
"FI",2,2,1,1,60,15,4,5,"FI193"
"FI",1,2,2,2,54,20,7,6,"FI197"
"FI",1,3,3,2,33,17,7,10,"FI1D9"
"FI",2,2,2,2,23,16,4,1,"FI1D2"
"FI",2,2,2,1,61,18,7,9,"FI1B1"
"FI",1,3,2,2,28,21,4,3,"FI197"
"FI",1,3,4,1,55,17,5,9,"FI1D5"
"FI",1,3,2,2,29,17,6,7,"FI1D8"
"FI",1,3,4,1,45,16,5,10,"FI193"
"FI",1,3,4,2,32,12,2,5,"FI1D9"
"FI",1,3,3,1,44,17,7,9,"FI1D9"
"FI",2,2,3,2,72,13,2,2,"FI1C4"
"FI",1,3,2,1,54,14,4,8,"FI1B1"
"FI",1,3,3,2,74,7,2,9,"FI1C1"
"FI",2,2,2,1,29,18,6,5,"FI1B1"
"FI",2,2,2,1,61,19,7,10,"FI193"
"FI",1,3,3,2,72,25,6,9,"FI1C2"
"FI",1,3,3,2,55,19,6,9,"FI1D7"
"FI",1,2,2,1,23,15,6,1,"FI1B1"
"FI",3,1,2,2,75,7,1,2,"FI1B1"
"FI",1,3,3,1,66,14,5,NA,"FI197"
"FI",1,3,4,1,73,18,7,9,"FI1C1"
"FI",1,3,3,2,73,16,7,10,"FI1B1"
"FI",3,1,2,1,38,14,5,7,"FI1B1"
"FI",1,3,3,1,27,18,6,5,"FI1D2"
"FI",1,2,2,2,56,12,4,4,"FI1C4"
"FI",2,2,3,2,54,12,4,9,"FI1B1"
"FI",1,4,4,2,57,15,4,7,"FI1B1"
"FI",1,2,2,2,32,15,4,3,"FI197"
"FI",2,2,2,1,28,13,4,4,"FI1D2"
"FI",1,2,2,1,67,20,6,6,"FI1B1"
"FI",1,2,2,2,62,14,5,2,"FI1C4"
"FI",1,4,3,1,48,13,4,4,"FI1C5"
"FI",1,2,2,2,61,12,4,8,"FI1C2"
"FI",1,2,3,1,37,18,7,9,"FI1C1"
"FI",1,1,2,1,29,15,4,10,"FI1B1"
"FI",2,2,2,1,35,21,7,9,"FI1B1"
"FI",1,2,3,1,62,22,6,5,"FI1B1"
"FI",1,3,3,2,63,15,6,9,"FI1B1"
"FI",1,2,2,1,46,23,7,8,"FI1C1"
"FI",2,2,2,2,69,18,5,6,"FI1B1"
"FI",1,4,3,1,74,12,5,10,"FI1B1"
"FI",1,3,3,1,42,17,6,6,"FI1C3"
"FI",2,3,3,1,64,20,7,10,"FI197"
"FI",2,3,3,1,71,14,5,3,"FI197"
"FI",1,3,3,1,30,16,6,6,"FI1D8"
"FI",1,3,3,2,66,12,4,6,"FI1C3"
"FI",2,2,2,1,42,16,6,8,"FI1D5"
"FI",2,1,1,2,53,21,7,9,"FI1B1"
"FI",1,3,2,2,42,19,7,NA,"FI1B1"
"FI",1,2,2,2,61,20,4,1,"FI1B1"
"FI",2,2,3,2,48,15,4,7,"FI197"
"FI",3,2,2,1,23,13,4,4,"FI197"
"FI",1,4,4,1,63,30,7,1,"FI1D2"
"FI",1,3,3,1,22,13,4,1,"FI1B1"
"FI",1,2,2,1,60,14,5,6,"FI1C1"
"FI",1,2,2,1,44,11,4,2,"FI195"
"FI",1,3,3,2,44,16,6,9,"FI1B1"
"FI",1,3,3,2,42,16,6,9,"FI197"
"FI",1,4,4,2,70,10,4,5,"FI1D2"
"FI",2,2,3,1,70,8,2,6,"FI1C2"
"FI",1,2,2,2,40,15,6,6,"FI1C2"
"FI",1,3,3,1,41,13,4,9,"FI1B1"
"FI",1,3,3,2,68,11,4,2,"FI1C1"
"FI",1,2,2,2,69,20,5,4,"FI1C1"
"FI",1,3,3,1,32,15,5,9,"FI1B1"
"FI",2,2,2,1,51,17,7,8,"FI1B1"
"FI",1,3,3,1,80,8,1,4,"FI195"
"FI",1,2,2,1,40,13,4,7,"FI1D1"
"FI",1,2,2,1,46,16,6,10,"FI1D9"
"FI",2,3,3,1,67,8,1,3,"FI1D9"
"FI",1,3,3,2,38,17,6,7,"FI1D7"
"FI",1,3,2,2,35,16,6,7,"FI196"
"FI",2,2,2,2,19,12,4,NA,"FI196"
"FI",1,3,3,1,74,20,7,10,"FI197"
"FI",2,2,2,2,31,20,7,2,"FI1B1"
"FI",1,3,3,1,24,15,6,1,"FI1B1"
"FI",2,2,1,2,52,22,4,7,"FI1D1"
"FI",1,3,3,2,82,11,2,5,"FI1B1"
"FI",1,3,3,2,65,15,5,7,"FI1C1"
"FI",1,3,3,1,69,16,5,6,"FI1D2"
"FI",1,3,3,1,81,15,6,7,"FI1D3"
"FI",1,3,3,2,46,15,6,9,"FI1D9"
"FI",1,3,3,2,41,20,7,8,"FI1D1"
"FI",1,3,4,2,40,16,5,1,"FI1C1"
"FI",1,3,2,2,54,11,5,10,"FI1C3"
"FI",1,3,3,1,40,16,6,8,"FI1D2"
"FI",NA,NA,NA,2,41,17,6,10,"FI1C4"
"FI",1,2,3,2,32,21,7,8,"FI1C1"
"FI",1,3,3,2,55,23,6,6,"FI1C1"
"FI",1,3,4,2,64,17,5,7,"FI197"
"FI",1,3,3,2,30,13,4,6,"FI193"
"FI",1,3,3,1,60,17,6,6,"FI197"
"FI",1,2,3,1,33,16,6,5,"FI196"
"FI",1,3,3,2,63,15,6,6,"FI1B1"
"FI",2,3,3,1,43,17,6,8,"FI1D9"
"FI",1,2,2,1,63,20,7,10,"FI1B1"
"FI",1,2,3,1,81,12,5,7,"FI1B1"
"FI",1,4,4,2,29,13,4,7,"FI1B1"
"FI",2,1,1,2,38,14,6,9,"FI1B1"
"FI",1,2,2,2,42,22,7,8,"FI1C1"
"FI",1,3,3,1,58,11,4,9,"FI197"
"FI",1,4,3,1,25,17,7,8,"FI197"
"FI",NA,NA,NA,2,24,16,4,2,"FI1B1"
"FI",1,3,3,2,35,16,6,8,"FI1D8"
"FI",1,3,3,2,26,15,4,5,"FI1D2"
"FI",2,2,2,2,29,19,7,10,"FI1B1"
"FI",1,3,2,1,43,15,4,7,"FI1C1"
"FI",1,1,1,1,48,15,5,9,"FI1C1"
"FI",1,1,2,2,56,14,5,4,"FI1B1"
"FI",1,3,3,2,70,20,4,2,"FI1D3"
"FI",2,2,2,2,27,15,4,3,"FI1C3"
"FI",2,1,2,1,28,15,4,1,"FI196"
"FI",1,3,3,2,38,18,6,5,"FI1D7"
"FI",1,3,3,1,59,16,6,9,"FI196"
"FI",1,3,4,2,70,13,4,7,"FI1C5"
"FI",1,3,3,2,61,18,7,4,"FI1C1"
"FI",1,3,3,1,74,9,4,6,"FI1B1"
"FI",1,2,2,2,82,19,7,4,"FI195"
"FI",1,2,2,2,65,12,4,7,"FI195"
"FI",1,2,2,1,75,10,7,NA,"FI1B1"
"FI",2,2,2,2,60,25,7,9,"FI193"
"FI",2,2,3,1,75,10,5,8,"FI196"
"FI",2,3,4,2,59,16,6,9,"FI197"
"FI",3,2,2,2,31,17,4,1,"FI193"
"FI",1,3,3,2,36,15,6,9,"FI1B1"
"FI",1,3,3,2,74,13,6,2,"FI1C3"
"FI",1,4,4,1,65,11,4,9,"FI1B1"
"FI",1,2,2,1,72,12,5,8,"FI1D1"
"FI",2,3,3,1,41,15,7,9,"FI1B1"
"FI",2,1,2,2,37,15,4,5,"FI1C1"
"FI",1,3,3,2,72,19,7,8,"FI1B1"
"FI",1,3,3,1,63,13,4,4,"FI1B1"
"FI",2,2,2,1,34,14,4,7,"FI1D9"
"FI",1,2,3,1,72,12,4,6,"FI1D9"
"FI",1,2,2,1,79,9,1,7,"FI1B1"
"FI",2,3,3,1,62,18,7,7,"FI1B1"
"FI",1,4,4,2,54,12,4,5,"FI1D3"
"FI",1,3,4,1,46,12,4,7,"FI197"
"FI",1,4,3,1,50,18,6,5,"FI1C1"
"FI",1,3,3,1,43,16,6,9,"FI1C1"
"FI",1,3,3,2,52,17,6,7,"FI1D2"
"FI",1,3,3,2,29,15,4,7,"FI200"
"FI",1,3,3,2,56,17,7,9,"FI1B1"
"FI",1,3,3,1,65,24,7,10,"FI1B1"
"FI",3,2,2,1,42,18,5,3,"FI197"
"FI",1,2,2,1,60,16,6,8,"FI1C1"
"FI",2,2,2,2,44,15,6,10,"FI1B1"
"FI",2,2,2,2,74,9,2,3,"FI196"
"FI",1,2,1,1,26,14,4,3,"FI1D2"
"FI",1,2,2,1,30,14,4,3,"FI196"
"FI",1,4,4,2,30,17,6,6,"FI197"
"FI",1,3,3,1,32,20,7,8,"FI1D9"
"FI",1,3,3,2,64,19,5,2,"FI1B1"
"FI",1,3,3,2,61,14,5,8,"FI1B1"
"FI",1,3,3,1,76,11,5,7,"FI1D5"
"FI",1,3,3,2,70,14,4,5,"FI1D9"
"FI",1,2,3,1,67,9,4,6,"FI1C5"
"FI",1,3,3,2,76,22,7,6,"FI1B1"
"FI",1,3,2,2,29,16,4,4,"FI1C1"
"FI",1,4,3,2,49,9,2,9,"FI1D9"
"FI",1,3,3,1,20,13,4,1,"FI1D2"
"FI",1,4,3,1,67,11,4,7,"FI197"
"FI",1,3,3,2,43,16,6,9,"FI197"
"FI",1,3,3,1,47,22,7,9,"FI1B1"
"FI",2,2,2,2,30,20,7,6,"FI1C1"
"FI",1,2,2,1,56,24,7,6,"FI193"
"FI",1,3,2,1,27,13,4,8,"FI1D9"
"FI",2,2,2,2,64,15,6,3,"FI1C1"
"FI",1,3,2,2,25,18,4,3,"FI1C1"
"FI",3,1,1,1,55,12,4,2,"FI1C1"
"FI",1,3,3,2,37,17,4,7,"FI197"
"FI",1,2,2,2,69,12,5,4,"FI1D1"
"FI",1,3,3,2,72,11,5,5,"FI194"
"FI",1,4,4,2,33,17,6,7,"FI1D3"
"FI",1,3,3,1,73,15,5,6,"FI197"
"FI",2,2,2,2,50,15,4,7,"FI197"
"FI",1,2,3,1,63,21,7,7,"FI1D9"
"FI",1,2,2,2,60,15,6,6,"FI197"
"FI",2,3,3,1,63,18,7,8,"FI1D9"
"FI",1,4,4,2,52,17,7,9,"FI1B1"
"FI",1,2,3,1,59,12,5,9,"FI193"
"FI",2,2,2,1,55,20,7,8,"FI1B1"
"FI",3,2,2,1,40,16,6,8,"FI1D3"
"FI",1,2,2,2,53,12,5,7,"FI1B1"
"FI",1,3,3,2,67,18,5,3,"FI1D9"
"FI",1,3,3,2,39,19,6,8,"FI194"
"FI",2,3,3,2,77,10,2,7,"FI196"
"FI",1,2,3,1,33,16,6,7,"FI197"
"FI",1,2,3,1,60,13,6,5,"FI1B1"
"FI",1,3,3,1,20,13,4,10,"FI1B1"
"FI",NA,NA,NA,2,60,12,4,NA,"FI1C2"
"FI",1,3,3,1,74,8,1,5,"FI1D7"
"FI",1,4,4,2,69,40,7,6,"FI1D2"
"FI",1,4,4,1,71,14,4,8,"FI197"
"FI",1,2,3,1,45,12,4,5,"FI1C1"
"FI",1,2,2,1,61,9,2,2,"FI1D9"
"FI",1,3,3,2,61,15,4,3,"FI1D3"
"FI",1,3,3,1,66,8,1,7,"FI195"
"FI",1,3,2,2,37,16,6,9,"FI194"
"FI",2,2,3,2,49,16,5,5,"FI1C3"
"FI",1,4,4,2,60,20,7,7,"FI1B1"
